age_group,diet_group,mean_ghgs,mean_land,mean_watscar
70-79,meat100,13.21773983,19.73323557,21712.4219
20-29,meat100,15.51544664,21.55364579,30001.54359
30-39,meat100,13.36377903,18.72982537,25732.49632
40-49,meat100,13.10060555,19.01564658,23112.49703
50-59,meat100,13.28333153,19.56888203,22657.77038
60-69,meat100,13.11894287,19.33567007,23668.91631
70-79,meat100,14.81776129,22.17059299,25396.52959
20-29,meat50,4.892660355,6.459747209,10924.36644
30-39,meat50,5.021495923,6.53452832,11641.25738
40-49,meat50,4.928004092,6.559353733,11254.6607
50-59,meat50,4.910513721,6.522623243,11143.1637
60-69,meat50,5.218818496,7.015450531,12247.78651
70-79,meat50,5.310957011,7.114962106,13135.08344
20-29,meat50,6.006341975,7.84089844,14844.63077
30-39,meat50,6.236343767,7.973498917,16355.03162
40-49,meat50,5.92552547,7.664915813,15716.35515
50-59,meat50,5.766689137,7.639208015,14017.5853
60-69,meat50,5.711355728,7.638073728,13983.82002
70-79,meat50,6.26015889,8.438156684,15280.35999
20-29,meat,6.569597661,8.681156854,13713.98325
30-39,meat,6.712173538,8.918232054,13974.51946
40-49,meat,6.899489475,9.476190807,13388.98308
50-59,meat,6.827011575,9.447888344,13142.23297
60-69,meat,7.006374969,9.628040666,14525.29152
70-79,meat,7.498678862,10.49224853,16399.0844
20-29,meat,8.148202788,10.5149416,18969.59176
30-39,meat,8.311233419,10.82154885,19346.50612
40-49,meat,8.189633366,11.23306596,17525.69295
50-59,meat,7.743170684,10.65881175,16261.91804
60-69,meat,8.05046435,11.15519839,17131.74368
70-79,meat,8.366421016,11.77373513,18284.86871
20-29,vegan,1.942341886,2.977096547,9196.907909
30-39,vegan,2.156117907,3.252047331,9362.821195
40-49,vegan,2.310428968,3.615948031,10475.58168
50-59,vegan,2.207854462,3.625758196,10487.84531
60-69,vegan,2.356229578,4.062580448,11584.90172
70-79,vegan,2.846544073,4.306065548,13370.30812
20-29,vegan,2.951364895,4.408682588,15928.16897
30-39,vegan,2.592257904,3.779556434,13677.79848
40-49,vegan,2.540473033,3.829950877,12177.32011
50-59,vegan,2.236641667,3.629305344,10839.2838
60-69,vegan,2.393402453,4.070904235,14526.80754
70-79,vegan,2.396815411,3.913054907,12979.67998
20-29,veggie,4.152687471,5.961684204,10282.20419
30-39,veggie,4.206361102,6.033336249,10630.02686
40-49,veggie,4.165544409,6.080199608,10796.49662
50-59,veggie,4.118399179,6.088210798,10941.6781
60-69,veggie,4.392968687,6.497389592,12554.06907
70-79,veggie,4.644713486,6.975799105,14367.31285
20-29,veggie,5.721124608,7.902499024,16034.51762
30-39,veggie,5.414263094,7.49733588,15452.30498
40-49,veggie,5.047847735,7.144142691,15012.7329
50-59,veggie,4.761048403,6.867898673,13963.40556
60-69,veggie,4.804686704,7.079338339,15077.06452
70-79,veggie,5.471662533,7.985118476,17496.94892
20-29,fish,4.135143607,5.458666694,13124.9399
30-39,fish,4.161862055,5.454979061,13463.97979
40-49,fish,4.09944371,5.417160108,13556.65309
50-59,fish,4.014819506,5.190541786,14217.16602
60-69,fish,4.379841946,5.73435801,15807.04667
70-79,fish,4.419659959,6.024930022,16758.68853
20-29,fish,5.988221264,7.771249301,17722.51091
30-39,fish,5.453426036,7.130994934,16663.16815
40-49,fish,5.056427538,6.665429497,15570.8824
50-59,fish,4.883128209,6.228789818,16065.12034
60-69,fish,4.916963349,6.699552079,17076.69478
70-79,fish,4.999802205,6.80220023,19760.68866
20-29,meat100,8.057760054,10.70381461,18643.68039
30-39,meat100,7.902348866,10.4927658,18288.45671
40-49,meat100,7.942672723,10.67236679,17791.57678
50-59,meat100,8.012780613,10.65902954,18047.19518
60-69,meat100,8.14813243,10.77927791,18866.76486
70-79,meat100,8.853596352,11.89141874,20082.79933
20-29,meat100,11.75622961,16.30210108,25794.16933
30-39,meat100,9.981331816,13.36156947,22947.38468
40-49,meat100,9.450820581,12.96446909,20567.65551
50-59,meat100,9.445295095,12.87444707,20956.08486
60-69,meat100,9.282841441,12.67492588,21678.18755
70-79,meat100,9.849937371,13.55837909,22458.0532
20-29,meat50,4.16021306,5.519141581,12107.57591
30-39,meat50,4.271883914,5.523256659,12697.06298
40-49,meat50,4.172674915,5.439599463,12582.16225
50-59,meat50,4.125651052,5.294932772,12941.30512
60-69,meat50,4.423807727,5.755750487,13799.87496
70-79,meat50,4.519879182,5.858141606,14265.26883
20-29,meat50,5.272844909,7.178085297,14276.49422
30-39,meat50,5.475476263,7.107933921,15665.77175
40-49,meat50,5.193710513,6.809297637,15072.66726
50-59,meat50,4.938466343,6.540641065,14307.37797
60-69,meat50,4.812180185,6.398315046,14571.9193
70-79,meat50,5.152561893,6.935947959,15962.86229
20-29,meat,5.412764025,6.964679452,14006.91864
30-39,meat,5.438061249,7.011937693,14026.1782
40-49,meat,5.41840486,7.042243142,13963.48746
50-59,meat,5.326386337,6.827562883,14032.07397
60-69,meat,5.553014203,7.119037111,15303.96789
70-79,meat,5.928913502,7.85848263,16504.02606
20-29,meat,6.992207173,9.11757231,17893.40371
30-39,meat,7.084210652,9.256342604,17870.13881
40-49,meat,6.667117355,9.021144837,16505.90158
50-59,meat,6.17460345,8.181408313,15826.75016
60-69,meat,6.342434041,8.433196405,16592.17996
70-79,meat,6.372469899,8.549639222,17014.11095
20-29,vegan,2.044224222,3.316698067,9148.90419
30-39,vegan,2.190375053,3.547758981,9832.375827
40-49,vegan,2.356510598,3.81582916,11602.29838
50-59,vegan,2.201212194,3.803208827,12684.62865
60-69,vegan,2.292362833,4.118990794,14360.01826
70-79,vegan,2.902064126,4.533882956,14867.84728
20-29,vegan,3.195401996,5.181601915,13287.14787
30-39,vegan,2.795014544,4.36229989,12438.12049
40-49,vegan,2.674513795,4.341537345,12054.15527
50-59,vegan,2.277803822,3.924597714,11361.77257
60-69,vegan,2.345904606,4.269859803,15067.62837
70-79,vegan,2.559814426,4.325219211,14570.22786
20-29,veggie,3.526374734,5.22830347,11449.95345
30-39,veggie,3.567501097,5.299019545,11739.42958
40-49,veggie,3.577530002,5.296359672,12296.53488
50-59,veggie,3.572383629,5.266317219,13121.00549
60-69,veggie,3.845496558,5.660900124,14349.45195
70-79,veggie,3.973866722,6.028659433,15304.34951
20-29,veggie,4.956142025,7.255313097,15540.16861
30-39,veggie,4.756846313,6.931239799,14849.0591
40-49,veggie,4.472843387,6.554838935,14474.47552
50-59,veggie,4.190349658,6.227333517,14340.92062
60-69,veggie,4.213745339,6.40249777,15039.96168
70-79,veggie,4.536997679,6.881625944,18417.16131
20-29,fish,4.890899003,5.609353936,18449.82892
30-39,fish,4.98856664,5.575029178,18548.05211
40-49,fish,4.965576386,5.473855018,18335.16565
50-59,fish,4.889647713,5.325925985,18656.54633
60-69,fish,5.249904083,5.748779047,20100.05153
70-79,fish,5.076053614,5.860873552,20732.65079
20-29,fish,7.024827754,7.867170425,25891.60526
30-39,fish,6.324219173,7.007367844,23308.89588
40-49,fish,5.977450635,6.621361255,22159.0238
50-59,fish,5.804587762,6.170708971,21472.97652
60-69,fish,5.87526577,6.787395543,22746.22185
70-79,fish,5.872786166,6.840180783,22888.43565
20-29,meat100,13.09041062,26.66580017,26751.10697
30-39,meat100,13.31639914,27.46848844,25639.82458
40-49,meat100,14.38814674,31.44650031,24621.45741
50-59,meat100,14.70354055,32.46855135,24500.2909
60-69,meat100,14.8154007,32.71626209,25498.35301
70-79,meat100,15.9919465,36.06361833,26717.48047
20-29,meat100,18.70136827,38.47471604,37297.66692
30-39,meat100,16.13361636,33.14498283,32121.61152
40-49,meat100,16.05192379,34.15834214,29692.80906
50-59,meat100,16.37232472,35.20160808,29905.26339
60-69,meat100,15.82568668,33.98902042,29390.85951
70-79,meat100,17.60897157,40.16434919,30339.11378
20-29,meat50,5.385810233,7.335154121,17484.62229
30-39,meat50,5.516749437,7.216124439,17804.34171
40-49,meat50,5.561671695,7.423693041,17186.86282
50-59,meat50,5.601402759,7.445228035,17314.9758
60-69,meat50,5.877131331,7.723591595,18215.74983
70-79,meat50,5.8732381,7.884521152,18252.49842
20-29,meat50,6.776329849,9.145610097,20921.86662
30-39,meat50,6.962883737,8.926825675,22605.46203
40-49,meat50,6.664019451,8.637408691,20949.96688
50-59,meat50,6.524933281,8.648248942,19953.78138
60-69,meat50,6.310366772,8.670033717,19905.05269
70-79,meat50,6.667538576,9.193465744,20649.1219
20-29,meat,7.587103623,12.00294547,20275.86993
30-39,meat,7.823427482,12.48422031,19802.37199
40-49,meat,8.183268842,13.74955537,19205.73312
50-59,meat,8.161844224,13.8026272,19084.95944
60-69,meat,8.2320625,13.54741127,20078.93325
70-79,meat,8.634658492,14.76084567,21407.21953
20-29,meat,9.485379898,14.29521962,25901.06384
30-39,meat,9.682163909,14.79144158,25574.14791
40-49,meat,9.764470553,16.25502188,24308.71231
50-59,meat,9.216326175,15.68556162,22278.01586
60-69,meat,9.489637068,16.17332178,22492.65048
70-79,meat,9.631490518,17.48973278,22434.97461
20-29,vegan,2.232316777,3.271442805,13802.96974
30-39,vegan,2.489864981,3.560705549,13648.30849
40-49,vegan,2.818888471,3.879716945,15315.95698
50-59,vegan,2.586534483,3.796492966,16861.6896
60-69,vegan,2.752773536,4.123621474,16505.40852
70-79,vegan,3.274970603,4.564580897,15922.639
20-29,vegan,3.383044745,5.08771989,19986.40203
30-39,vegan,3.008848696,4.254830715,16929.84615
40-49,vegan,3.044060274,4.245564422,16487.29243
50-59,vegan,2.594419817,3.767247086,15213.36266
60-69,vegan,2.726692728,4.070256794,17761.61647
70-79,vegan,2.693722866,3.939005244,16044.86209
20-29,veggie,4.274799098,5.337333723,16163.82312
30-39,veggie,4.395464071,5.359824222,16035.88084
40-49,veggie,4.443049468,5.34874925,16340.37637
50-59,veggie,4.466556787,5.319231694,16805.14139
60-69,veggie,4.631573699,5.544738899,17559.55606
70-79,veggie,4.551623246,5.744077789,18672.14841
20-29,veggie,5.885281062,7.101672899,22279.75601
30-39,veggie,5.653690973,6.763506892,20698.12194
40-49,veggie,5.330116765,6.422498596,20289.34588
50-59,veggie,4.954573428,6.151864103,19299.58827
60-69,veggie,4.896099669,6.185161289,19824.22558
70-79,veggie,5.256830801,6.672531471,20286.85916
20-29,fish,4.546952433,5.527393356,15170.86128
30-39,fish,4.548741744,5.531668924,15179.0248
40-49,fish,4.521114019,5.501988021,15151.14326
50-59,fish,4.342811864,5.344129283,15283.2885
60-69,fish,4.728967197,5.927929039,16533.37296
70-79,fish,4.920682593,6.27812032,16470.75774
20-29,fish,6.286590388,7.460924783,22406.37079
30-39,fish,5.766309709,7.070032725,20615.57207
40-49,fish,5.412632725,6.635517549,18700.85128
50-59,fish,5.28537276,6.343636351,18462.42203
60-69,fish,5.457185543,6.876132964,17925.25886
70-79,fish,5.570864162,7.188720849,19662.67661
20-29,meat100,9.563682019,13.25133538,24629.62272
30-39,meat100,9.402851496,13.32774607,24015.49096
40-49,meat100,9.539779014,14.03731366,23849.51142
50-59,meat100,9.588559791,14.27362847,24165.75263
60-69,meat100,9.626190805,14.45555943,25113.91172
70-79,meat100,10.58282853,15.90736828,26265.75555
20-29,meat100,13.88959352,19.07339888,36790.76049
30-39,meat100,11.7216914,16.47281059,31169.28592
40-49,meat100,11.10255454,16.08407063,28869.97612
50-59,meat100,11.0879893,16.22139863,29008.18983
60-69,meat100,11.04763455,16.3438825,28118.03071
70-79,meat100,11.93951913,18.2014781,29659.71577
20-29,meat50,4.631551466,5.793171872,14710.56393
30-39,meat50,4.769954308,5.868786242,15053.38423
40-49,meat50,4.700149038,5.818035183,14585.67879
50-59,meat50,4.619980936,5.726910702,14789.0707
60-69,meat50,4.928646898,6.168346204,15535.95819
70-79,meat50,4.953912766,6.264563282,15537.45994
20-29,meat50,5.707896409,7.15953616,18628.19259
30-39,meat50,5.991577487,7.366655193,19794.30195
40-49,meat50,5.717291862,7.027880258,18296.08778
50-59,meat50,5.61419977,6.9258317,17083.96944
60-69,meat50,5.468194457,6.930074705,16394.04436
70-79,meat50,5.802968629,7.52548657,17853.26232
20-29,meat,6.206662657,7.792361313,17605.99571
30-39,meat,6.27439594,7.95252181,17140.27709
40-49,meat,6.279251133,8.188050896,17096.14878
50-59,meat,6.14639701,8.028946954,17076.92291
60-69,meat,6.352826074,8.332055292,18112.66016
70-79,meat,6.810703046,9.212301,19097.74049
20-29,meat,7.766749258,9.515240186,23595.66693
30-39,meat,7.979437422,9.988766153,23178.94417
40-49,meat,7.551750887,9.936690036,22028.93828
50-59,meat,7.169266835,9.397820966,19751.99529
60-69,meat,7.308248803,9.792442662,20712.74856
70-79,meat,7.469839166,10.28515819,20815.21691
20-29,vegan,2.093633648,3.512577001,10076.49837
30-39,vegan,2.30112714,3.863131215,10407.18502
40-49,vegan,2.429000059,4.129048952,11804.67468
50-59,vegan,2.366881284,4.150859983,10735.35339
60-69,vegan,2.429685071,4.621280286,11759.26726
70-79,vegan,3.016698053,5.063136288,13514.51682
20-29,vegan,3.119792844,5.359500989,16579.02371
30-39,vegan,2.746545635,4.616686255,13971.22697
40-49,vegan,2.740899867,4.573037653,12762.55545
50-59,vegan,2.492222281,4.150944789,10868.79713
60-69,vegan,2.537166621,4.781019534,14222.28436
70-79,vegan,2.592179216,4.472976137,13318.00648
20-29,veggie,3.912046027,5.109716436,13708.39579
30-39,veggie,3.98791312,5.24317344,13736.18313
40-49,veggie,3.980470936,5.255742841,13978.01808
50-59,veggie,3.929605785,5.268284048,14197.96654
60-69,veggie,4.18250655,5.656785621,14863.67301
70-79,veggie,4.42765602,6.154916831,14790.03672
20-29,veggie,5.303091131,6.833365949,19281.31209
30-39,veggie,5.104027509,6.638696354,18371.54628
40-49,veggie,4.837477078,6.421625561,17601.97457
50-59,veggie,4.580206624,6.236941155,16360.92392
60-69,veggie,4.688929465,6.551552977,15915.89205
70-79,veggie,5.172455208,7.246925429,17984.80219
20-29,fish,4.577145629,5.464909876,14893.4102
30-39,fish,4.565765918,5.423055731,14357.21126
40-49,fish,4.471652561,5.36057855,14000.34766
50-59,fish,4.437977575,5.45014712,14080.20897
60-69,fish,4.888318611,6.058658144,15356.02792
70-79,fish,4.965481086,6.433460195,16568.75937
20-29,fish,6.358465485,7.510928609,23344.89722
30-39,fish,5.67795515,6.75506817,21372.20959
40-49,fish,5.364170619,6.468094396,18960.72621
50-59,fish,5.218073456,6.222842905,17621.50327
60-69,fish,5.630647026,7.198460455,18251.92193
70-79,fish,5.712001098,7.495381334,20284.11055
20-29,meat100,13.60890443,29.00422443,19706.22114
30-39,meat100,13.94773847,30.32488835,19050.54425
40-49,meat100,15.33850885,35.18335911,17818.53293
50-59,meat100,15.73830629,36.58044767,18079.86226
60-69,meat100,16.08065982,37.2096119,18093.4354
70-79,meat100,17.55315498,41.08920661,19196.84088
20-29,meat100,19.96475406,41.72577453,31844.6961
30-39,meat100,16.82788185,36.10681596,27375.75747
40-49,meat100,16.97910438,37.82612003,25298.72783
50-59,meat100,17.51820352,39.41235078,23743.00097
60-69,meat100,17.02299062,38.30847755,23413.3582
70-79,meat100,19.59965299,45.7979918,23928.65383
20-29,meat50,5.111871946,7.37099053,13444.53985
30-39,meat50,5.209752901,7.305359412,13174.17806
40-49,meat50,5.232256488,7.653204236,12832.68937
50-59,meat50,5.328201387,7.847705334,12563.55133
60-69,meat50,5.643530991,8.282217339,13606.35393
70-79,meat50,5.87516851,8.808701514,13656.25154
20-29,meat50,6.53836805,9.33087145,18329.51188
30-39,meat50,6.506289099,8.942348225,19330.67518
40-49,meat50,6.323128679,8.963988218,17865.59831
50-59,meat50,6.23691466,9.061213344,15808.02003
60-69,meat50,6.223999263,9.407376173,15156.59186
70-79,meat50,6.747250016,10.03562843,16374.59676
20-29,meat,7.355337749,12.52991304,15245.82698
30-39,meat,7.609512399,13.1598035,14557.26924
40-49,meat,8.056264957,14.80708885,14054.14122
50-59,meat,8.106354648,15.09583299,13823.78199
60-69,meat,8.286846885,14.99288358,14723.72186
70-79,meat,8.890729688,16.58848339,15865.71224
20-29,meat,9.068721437,14.66973784,23539.95973
30-39,meat,9.342398707,15.34739263,22395.84371
40-49,meat,9.631736279,17.37409156,20392.28789
50-59,meat,9.212696464,17.10773023,17856.17865
60-69,meat,9.680174056,17.81860766,18089.09779
70-79,meat,10.07963307,19.59602089,17446.66748
20-29,vegan,1.94152625,3.014080567,11398.33823
30-39,vegan,2.172079612,3.268087827,10625.80254
40-49,vegan,2.23764174,3.664576938,12647.15333
50-59,vegan,2.298067762,3.755305633,13358.02283
60-69,vegan,2.415504516,4.230126353,13329.19896
70-79,vegan,2.773429868,4.239440445,15350.55501
20-29,vegan,2.940694707,4.526920564,19521.23883
30-39,vegan,2.64188098,3.904006652,16963.7792
40-49,vegan,2.557452581,3.989847325,15247.32042
50-59,vegan,2.253008452,3.676104347,12872.24228
60-69,vegan,2.378682139,4.065522454,16785.1977
70-79,vegan,2.411076134,4.079212231,15922.45197
20-29,veggie,3.969658241,5.17375786,13183.57809
30-39,veggie,4.062342938,5.252365204,12748.2683
40-49,veggie,4.055217989,5.34712357,12708.57253
50-59,veggie,4.075453079,5.420040368,13044.27706
60-69,veggie,4.456028167,6.061978763,14164.61213
70-79,veggie,4.493236497,6.514941475,15292.68419
20-29,veggie,5.422419807,6.882415351,20918.84458
30-39,veggie,5.186240856,6.619840307,19037.33575
40-49,veggie,4.857940627,6.412344472,17775.76997
50-59,veggie,4.742843912,6.428612322,16307.25872
60-69,veggie,4.75731857,6.797255414,16548.61788
70-79,veggie,5.410637585,7.621598022,18458.93138
20-29,fish,5.081325203,6.161484444,30299.79173
30-39,fish,5.137833615,6.077838783,30116.86208
40-49,fish,5.001148538,5.9176981,28081.11362
50-59,fish,4.915304535,5.899630359,25235.1658
60-69,fish,5.300691267,6.475352472,28510.1978
70-79,fish,5.22407491,6.618925998,28377.66371
20-29,fish,7.254440784,8.558521309,45907.50913
30-39,fish,6.508377239,7.623986864,39666.46602
40-49,fish,6.122014607,7.26412554,35477.12491
50-59,fish,5.839277127,6.78187971,30192.13175
60-69,fish,6.110282319,7.704839131,34498.25235
70-79,fish,6.041298097,7.88089534,29936.50716
20-29,meat100,14.82128091,30.11561001,39681.39632
30-39,meat100,15.15382745,31.41816301,40653.2241
40-49,meat100,16.4549745,36.14160196,38912.99609
50-59,meat100,16.81610835,37.54355258,38898.3815
60-69,meat100,16.86837445,37.88211449,38118.89151
70-79,meat100,18.36789682,41.85159784,41498.6042
20-29,meat100,21.29734805,42.94436414,65550.64065
30-39,meat100,18.28285987,37.38643837,50536.2795
40-49,meat100,18.20915535,38.76887914,47925.68966
50-59,meat100,18.62872619,40.29664465,48252.32573
60-69,meat100,17.94831563,39.03269182,45222.62549
70-79,meat100,20.17612108,46.34400701,45729.17274
20-29,meat50,5.612458346,8.013863198,28487.01724
30-39,meat50,5.776497509,7.976271406,28624.40293
40-49,meat50,5.839143896,8.313881195,27899.89874
50-59,meat50,5.872239184,8.501977565,26525.96673
60-69,meat50,6.170203389,8.870915875,29724.98807
70-79,meat50,6.294949218,9.226085944,30334.96549
20-29,meat50,7.109733631,9.932366883,40569.57257
30-39,meat50,7.336571235,9.943357771,41190.26571
40-49,meat50,6.987106458,9.606637369,35574.38266
50-59,meat50,6.845282899,9.754142856,33637.66267
60-69,meat50,6.745948532,9.976494806,31237.51765
70-79,meat50,7.038965084,10.57568952,31856.8587
20-29,meat,8.29336808,13.56751544,34063.85177
30-39,meat,8.564036351,14.21555145,33517.81777
40-49,meat,9.003538983,15.77340509,32437.0868
50-59,meat,8.962945326,16.02136053,31765.5672
60-69,meat,8.993433105,15.79291491,32519.69861
70-79,meat,9.491757175,17.15730053,34364.64113
20-29,meat,10.25449441,15.9808818,48452.59288
30-39,meat,10.48624317,16.52710619,47312.11462
40-49,meat,10.66505059,18.3883062,43251.83768
50-59,meat,10.08143242,17.97779798,35983.82119
60-69,meat,10.38530556,18.71669014,39662.44501
70-79,meat,10.69092475,20.31559006,35537.52948
20-29,vegan,2.049880993,3.02625838,11883.76837
30-39,vegan,2.2537272,3.279938106,11147.07185
40-49,vegan,2.495741215,3.601422712,12738.44942
50-59,vegan,2.397044863,3.545338943,12288.04351
60-69,vegan,2.529035357,3.831515467,10580.60545
70-79,vegan,2.960565023,4.296762714,13784.28019
20-29,vegan,3.2287367,4.712945225,19450.65195
30-39,vegan,2.748403605,3.962727991,16661.49919
40-49,vegan,2.735774511,3.961643205,14310.11342
50-59,vegan,2.455795297,3.686626208,12631.98118
60-69,vegan,2.402854386,3.926535173,14667.57334
70-79,vegan,2.455476876,3.861525221,11487.40364
20-29,veggie,4.133088996,5.346421464,26809.91571
30-39,veggie,4.227440207,5.369785615,26587.2172
40-49,veggie,4.196432328,5.328582219,24601.66485
50-59,veggie,4.172435391,5.285018272,25226.19998
60-69,veggie,4.328409948,5.552401792,25732.51276
70-79,veggie,4.447920041,5.842998567,26363.57405
20-29,veggie,5.807749096,7.230313128,39195.32782
30-39,veggie,5.508657715,6.848785001,35302.83312
40-49,veggie,5.169362172,6.532832403,31983.48658
50-59,veggie,4.810443808,6.280417023,29345.86635
60-69,veggie,4.784732389,6.311164509,29042.43289
70-79,veggie,5.20914298,6.938939846,31225.84431
20-29,fish,4.926493791,6.677948048,15249.75499
30-39,fish,4.992456598,6.634357535,16502.57039
40-49,fish,4.989141869,6.730583349,16698.90863
50-59,fish,4.845998397,6.500104253,17048.17329
60-69,fish,5.284373892,7.213051335,18548.60495
70-79,fish,5.499963141,7.627875378,19483.78111
20-29,fish,6.339514484,8.219175741,21915.29731
30-39,fish,5.973885812,7.748871484,20676.56591
40-49,fish,5.636067898,7.180658596,19936.70593
50-59,fish,5.514782584,6.90664263,19384.36775
60-69,fish,5.668639406,7.477618786,19991.59662
70-79,fish,5.883132349,7.998562618,21701.2299
20-29,meat100,8.53463594,13.98741643,22782.98214
30-39,meat100,8.574512416,13.74784993,22944.56727
40-49,meat100,8.834721864,14.53927561,22601.35824
50-59,meat100,8.95650721,14.74695706,22909.91442
60-69,meat100,9.103415396,14.79787346,23796.56778
70-79,meat100,9.927576266,16.28298542,25684.42497
20-29,meat100,12.03789089,19.83151537,30155.83387
30-39,meat100,10.32104857,16.51354249,27352.30996
40-49,meat100,9.879336272,15.98327402,24211.8499
50-59,meat100,10.04240712,16.09891919,24857.53759
60-69,meat100,10.00311604,15.95375344,25651.28125
70-79,meat100,11.15340264,18.00338353,27293.89853
20-29,meat50,4.830801465,6.958045589,14617.56009
30-39,meat50,4.963877308,6.758226131,16019.25853
40-49,meat50,4.902033442,6.75472297,15462.97189
50-59,meat50,4.836912846,6.609794564,15399.19396
60-69,meat50,5.21534226,7.26655148,16414.5873
70-79,meat50,5.368039792,7.56018425,16689.32198
20-29,meat50,5.574468119,7.844560435,17303.26584
30-39,meat50,5.998309122,8.081991592,19836.60547
40-49,meat50,5.72833318,7.608084204,17952.97368
50-59,meat50,5.573008693,7.514139166,16977.65963
60-69,meat50,5.514770164,7.535126633,17113.02432
70-79,meat50,6.069613337,8.357545243,18190.457
20-29,meat,5.813068895,8.612210815,17126.81472
30-39,meat,5.954979469,8.629985586,17396.39625
40-49,meat,6.044841097,8.899614172,17071.6188
50-59,meat,5.965555488,8.757831541,16997.1625
60-69,meat,6.210654482,9.037567002,18143.84083
70-79,meat,6.621741523,9.905932577,19807.01649
20-29,meat,6.881107879,9.922544422,20648.15196
30-39,meat,7.414691984,10.5889541,21276.27079
40-49,meat,7.038916757,10.30504059,19116.33106
50-59,meat,6.644043487,9.590450902,18264.41153
60-69,meat,6.919287073,9.915922112,19363.75924
70-79,meat,7.169295749,10.57356465,20292.4075
20-29,vegan,2.124834485,3.095513906,12555.73602
30-39,vegan,2.42618185,3.419052615,14032.95673
40-49,vegan,2.532385979,3.772160041,16343.42458
50-59,vegan,2.524403069,3.767100209,14479.27367
60-69,vegan,2.545588263,4.014382973,15297.37052
70-79,vegan,3.145584986,4.653086921,19442.28397
20-29,vegan,3.113730855,4.624035483,18838.53383
30-39,vegan,2.851511036,3.981939125,16815.45864
40-49,vegan,2.851481064,4.028230025,16431.1662
50-59,vegan,2.549499144,3.642544333,13318.07922
60-69,vegan,2.553778816,4.079348299,18573.16803
70-79,vegan,2.565105305,3.96702745,17591.96142
20-29,veggie,4.346096457,6.518231292,13296.66871
30-39,veggie,4.476735416,6.566309224,14161.29562
40-49,veggie,4.549862481,6.685136879,14611.50765
50-59,veggie,4.545082336,6.737621932,15179.10518
60-69,veggie,4.91748695,7.398307674,16452.30832
70-79,veggie,5.154721633,7.854412553,16881.43002
20-29,veggie,5.592816401,8.049201912,17545.04141
30-39,veggie,5.395888511,7.626907293,17259.10606
40-49,veggie,5.092612057,7.264450061,17220.25344
50-59,veggie,4.978420889,7.089417215,16074.71637
60-69,veggie,5.145232874,7.58069786,17460.97301
70-79,veggie,5.536241434,8.088605385,19867.82829
20-29,fish,4.443817862,5.514224845,16563.6949
30-39,fish,4.466331109,5.498328977,17788.18594
40-49,fish,4.439198726,5.508128496,18400.99518
50-59,fish,4.542011693,5.472506208,18887.63114
60-69,fish,4.976620896,6.091655667,19982.04804
70-79,fish,4.956797477,6.406333077,21453.77112
20-29,fish,6.020203986,7.417848893,22681.14576
30-39,fish,5.530525189,6.938421939,21205.66375
40-49,fish,5.162700311,6.513490031,20898.26337
50-59,fish,5.289206986,6.375594445,20425.04488
60-69,fish,5.379633988,6.869226356,21256.70889
70-79,fish,5.748551234,7.536577163,22803.08334
20-29,meat100,9.539342832,14.06226386,26650.88159
30-39,meat100,9.367118928,14.17676198,27123.27255
40-49,meat100,9.660268415,14.77894051,27537.15665
50-59,meat100,9.874490332,15.03606142,27951.92843
60-69,meat100,10.10024084,15.20466956,28659.67492
70-79,meat100,10.91828078,16.87151988,30811.29979
20-29,meat100,13.7780044,21.35003907,34565.70891
30-39,meat100,11.82261959,18.63203194,30932.10813
40-49,meat100,11.24664068,18.23993639,28881.89848
50-59,meat100,11.36794069,18.15350945,30030.79643
60-69,meat100,11.26537737,18.17794098,30521.23887
70-79,meat100,12.19450372,20.03624692,33138.73442
20-29,meat50,4.567538906,5.992142337,16176.59151
30-39,meat50,4.730455898,6.069825449,17090.08116
40-49,meat50,4.697305159,6.030552512,17105.61701
50-59,meat50,4.863064707,6.040604433,17126.34973
60-69,meat50,5.149675029,6.527846203,18025.03166
70-79,meat50,5.237895655,6.620725226,18165.33954
20-29,meat50,5.56288444,7.428620369,17561.73628
30-39,meat50,5.746184714,7.478952462,20228.63661
40-49,meat50,5.575760154,7.283883941,18953.9201
50-59,meat50,5.495728138,7.237429679,18299.36705
60-69,meat50,5.47339867,7.276686694,18507.37452
70-79,meat50,5.977274492,7.95521644,19564.56131
20-29,meat,6.079534661,8.22501496,18888.29751
30-39,meat,6.181457742,8.415827658,19183.66961
40-49,meat,6.283303958,8.616790944,19335.12709
50-59,meat,6.319562471,8.471032336,19319.22488
60-69,meat,6.687329618,8.858686138,20131.43343
70-79,meat,7.000813009,9.861100669,21882.43933
20-29,meat,7.580515163,10.0475385,22065.09163
30-39,meat,7.663399,10.73181156,23077.26262
40-49,meat,7.428073835,10.72151792,21606.91258
50-59,meat,7.176618272,10.14051561,20485.39016
60-69,meat,7.381411792,10.51949856,21580.89604
70-79,meat,7.622093962,11.15646726,22351.0678
20-29,vegan,2.178143317,3.523812328,13161.3215
30-39,vegan,2.381885795,3.808816926,14861.75698
40-49,vegan,2.507940478,4.09020109,17918.07978
50-59,vegan,2.613111951,4.219856967,17279.98569
60-69,vegan,2.774631431,4.510479189,18283.63255
70-79,vegan,2.868695009,4.708059403,20573.21271
20-29,vegan,3.170948722,5.174486909,17212.63227
30-39,vegan,2.744316813,4.458070299,16616.43527
40-49,vegan,2.69085308,4.531960604,17536.11158
